,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Results,Winning Team,Win conditions,MatchID,Home Team Initials,Away Team Initials,City Temperature,Home Team Average Temperature,Away Team Average Temperature,Winning Team Average Temperature
141,1974.0,19 Jun 1974 - 19:30 ,Group 3,Westfalenstadion,Dortmund ,Netherlands,0.0,0.0,Sweden,D,Draw, ,2097.0,NED,SWE,22,10.0,3.0,
142,1994.0,19 Jun 1994 - 19:30 ,Group B,Rose Bowl,Los Angeles ,Cameroon,2.0,2.0,Sweden,D,Draw, ,3056.0,CMR,SWE,33,25.0,3.0,
143,2006.0,10 Jun 2006 - 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,Trinidad and Tobago,0.0,0.0,Sweden,D,Draw, ,97410004.0,TRI,SWE,22,25.75,3.0,
144,1998.0,26 Jun 1998 - 21:00 ,Group G,Stade de France,Saint-Denis ,Romania,1.0,1.0,Tunisia,D,Draw, ,8769.0,ROU,TUN,22,10.0,21.0,
145,1978.0,10 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany,0.0,0.0,Tunisia,D,Draw, ,2352.0,FRG,TUN,16,9.0,21.0,
146,2014.0,28 Jun 2014 - 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,1.0,1.0,Chile,D,Draw,Brazil win on penalties (3 - 2) ,300186487.0,BRA,CHI,28,25.0,9.0,
147,1998.0,11 Jun 1998 - 17:30 ,Group B,Stade du Parc Lescure,Bordeaux ,Italy,2.0,2.0,Chile,D,Draw, ,8726.0,ITA,CHI,32,13.0,9.0,
148,1966.0,15 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Middlesbrough ,Korea Republic,1.0,1.0,Chile,D,Draw, ,1609.0,PRK,CHI,17,11.5,9.0,
149,1974.0,22 Jun 1974 - 16:00 ,Group 1,Olympiastadion,Berlin West ,Australia,0.0,0.0,Chile,D,Draw, ,1953.0,AUS,CHI,26,22.0,9.0,
150,2006.0,17 Jun 2006 - 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1.0,1.0,USA,D,Draw, ,97410025.0,ITA,USA,21,13.0,8.55,
151,2010.0,12 Jun 2010 - 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,England,1.0,1.0,USA,D,Draw, ,300061466.0,ENG,USA,23,8.45,8.55,
152,2002.0,10 Jun 2002 - 15:30 ,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1.0,1.0,USA,D,Draw, ,43950030.0,KOR,USA,28,11.5,8.55,
153,2010.0,18 Jun 2010 - 16:00 ,Group C,Ellis Park Stadium,Johannesburg ,Slovenia,2.0,2.0,USA,D,Draw, ,300061463.0,SVN,USA,22,10.0,8.55,
154,1998.0,12 Jun 1998 - 14:30 ,Group D,La Mosson,Montpellier ,Paraguay,0.0,0.0,Bulgaria,D,Draw, ,8728.0,PAR,BUL,32,23.0,11.0,
155,1974.0,15 Jun 1974 - 16:00 ,Group 3,Rheinstadion,D�Sseldorf ,Sweden,0.0,0.0,Bulgaria,D,Draw, ,1995.0,SWE,BUL,29,3.0,11.0,
156,1962.0,07 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,England,0.0,0.0,Bulgaria,D,Draw, ,1464.0,ENG,BUL,15,8.45,11.0,
157,1994.0,05 Jul 1994 - 16:30 ,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1.0,1.0,Bulgaria,D,Draw,Bulgaria win on penalties (1 - 3) ,3092.0,MEX,BUL,34,21.0,11.0,
158,1986.0,05 Jun 1986 - 16:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Korea Republic,1.0,1.0,Bulgaria,D,Draw, ,460.0,KOR,BUL,25,11.5,11.0,
159,1950.0,09 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Uruguay,2.0,2.0,Spain,D,Draw, ,1207.0,URU,ESP,26,17.0,14.0,
160,1990.0,13 Jun 1990 - 17:00 ,Group E,Dacia Arena,Udine ,Uruguay,0.0,0.0,Spain,D,Draw, ,180.0,URU,ESP,24,17.0,14.0,
161,1978.0,07 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,0.0,0.0,Spain,D,Draw, ,2246.0,BRA,ESP,12,25.0,14.0,
162,1994.0,21 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Germany,1.0,1.0,Spain,D,Draw, ,3060.0,GER,ESP,30,9.0,14.0,
163,1934.0,31 May 1934 - 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,1.0,1.0,Spain,D,Draw, ,1122.0,ITA,ESP,33,13.0,14.0,
164,1974.0,19 Jun 1974 - 19:30 ,Group 4,Neckarstadion,Stuttgart ,Argentina,1.0,1.0,Italy,D,Draw, ,1949.0,ARG,ITA,22,15.0,13.0,
165,1970.0,06 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Uruguay,0.0,0.0,Italy,D,Draw, ,1884.0,URU,ITA,24,17.0,13.0,
166,1994.0,17 Jul 1994 - 12:30 ,Final,Rose Bowl,Los Angeles ,Brazil,0.0,0.0,Italy,D,Draw,Brazil win on penalties (3 - 2) ,3104.0,BRA,ITA,33,25.0,13.0,
167,1962.0,31 May 1962 - 15:00 ,Group 2,Nacional,Santiago De Chile ,Germany,0.0,0.0,Italy,D,Draw, ,1507.0,FRG,ITA,32,9.0,13.0,
168,1978.0,14 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany,0.0,0.0,Italy,D,Draw, ,2349.0,FRG,ITA,19,9.0,13.0,
169,2002.0,13 Jun 2002 - 20:30 ,Group G,Oita Stadium Big Eye,Oita ,Mexico,1.0,1.0,Italy,D,Draw, ,43950043.0,MEX,ITA,21,21.0,13.0,
170,1986.0,31 May 1986 - 12:00 ,Group A,Estadio Azteca,Mexico City ,Bulgaria,1.0,1.0,Italy,D,Draw, ,459.0,BUL,ITA,25,11.0,13.0,
171,1978.0,01 Jun 1978 - 15:00 ,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany,0.0,0.0,Poland,D,Draw, ,2351.0,FRG,POL,19,9.0,8.0,
172,1982.0,14 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,0.0,0.0,Poland,D,Draw, ,995.0,ITA,POL,21,13.0,8.0,
173,1986.0,02 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Morocco,0.0,0.0,Poland,D,Draw, ,674.0,MAR,POL,36,18.0,8.0,
174,1998.0,07 Jul 1998 - 21:00 ,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1.0,1.0,Netherlands,D,Draw,Brazil win on penalties (4 - 2) ,8785.0,BRA,NED,25,25.0,10.0,
175,1978.0,18 Jun 1978 - 16:45 ,Group A,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany,2.0,2.0,Netherlands,D,Draw, ,2348.0,FRG,NED,16,9.0,10.0,
176,1990.0,16 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,0.0,0.0,Netherlands,D,Draw, ,160.0,ENG,NED,35,8.45,10.0,
177,1990.0,21 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Republic of Ireland,1.0,1.0,Netherlands,D,Draw, ,228.0,IRL,NED,32,9.3,10.0,
178,1998.0,23 Jun 1998 - 16:00 ,Group B,La Beaujoire,Nantes ,Chile,1.0,1.0,Cameroon,D,Draw, ,8760.0,CHI,CMR,28,9.0,25.0,
179,1982.0,23 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,1.0,1.0,Cameroon,D,Draw, ,828.0,ITA,CMR,21,13.0,25.0,
180,1982.0,15 Jun 1982 - 17:15 ,Group 1,Riazor,La Coru�A ,Peru,0.0,0.0,Cameroon,D,Draw, ,833.0,PER,CMR,23,20.0,25.0,
181,1982.0,19 Jun 1982 - 19:15 ,Group 1,Riazor,La Coru�A ,Poland,0.0,0.0,Cameroon,D,Draw, ,834.0,POL,CMR,23,8.0,25.0,
182,2002.0,01 Jun 2002 - 15:30 ,Group E,Niigata Stadium Big Swan,Niigata ,Republic of Ireland,1.0,1.0,Cameroon,D,Draw, ,43950002.0,IRL,CMR,24,9.3,25.0,
183,2014.0,29 Jun 2014 - 17:00 ,Round of 16,Arena Pernambuco,Recife ,Costa Rica,1.0,1.0,Greece,D,Draw,Costa Rica win on penalties (5 - 3) ,300186459.0,CRC,GRE,28,26.0,15.0,
184,2014.0,19 Jun 2014 - 19:00 ,Group C,Estadio das Dunas,Natal ,Japan,0.0,0.0,Greece,D,Draw, ,300186454.0,JPN,GRE,29,12.0,15.0,
185,2010.0,29 Jun 2010 - 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,Paraguay,0.0,0.0,Japan,D,Draw,Paraguay win on penalties (5 - 3) ,300061497.0,PAR,JPN,26,23.0,12.0,
186,1998.0,17 Jun 1998 - 17:30 ,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1.0,1.0,Austria,D,Draw, ,8743.0,CHI,AUT,24,9.0,7.0,
187,1958.0,15 Jun 1958 - 19:00 ,Group 4,Ryavallen,Boras ,England,2.0,2.0,Austria,D,Draw, ,1327.0,ENG,AUT,24,8.45,7.0,
188,1998.0,11 Jun 1998 - 21:00 ,Group B,Stade Municipal,Toulouse ,Cameroon,1.0,1.0,Austria,D,Draw, ,8727.0,CMR,AUT,30,25.0,7.0,
189,2006.0,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2.0,2.0,Australia,D,Draw, ,97410044.0,CRO,AUS,22,12.0,22.0,
190,2010.0,19 Jun 2010 - 16:00 ,Group D,Royal Bafokeng Sports Palace,Phokeng ,Ghana,1.0,1.0,Australia,D,Draw, ,300061469.0,GHA,AUS,23,27.0,22.0,
191,1970.0,07 Jun 1970 - 12:00 ,Group 2,Luis Dosal,Toluca ,Sweden,1.0,1.0,Israel,D,Draw, ,1880.0,SWE,ISR,19,3.0,20.0,
192,1970.0,11 Jun 1970 - 16:00 ,Group 2,Luis Dosal,Toluca ,Italy,0.0,0.0,Israel,D,Draw, ,1877.0,ITA,ISR,19,13.0,20.0,
193,2014.0,05 Jul 2014 - 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Netherlands,0.0,0.0,Costa Rica,D,Draw,Netherlands win on penalties (4 - 3) ,300186488.0,NED,CRC,25,10.0,26.0,
194,1958.0,08 Jun 1958 - 19:00 ,Group 3,Jarnvallen,Sandviken ,Hungary,1.0,1.0,Wales,D,Draw, ,1407.0,HUN,WAL,24,11.0,8.45,
195,1958.0,15 Jun 1958 - 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,0.0,0.0,Wales,D,Draw, ,1438.0,SWE,WAL,21,3.0,8.45,
196,1958.0,11 Jun 1958 - 19:00 ,Group 3,Rasunda Stadium,Solna ,Mexico,1.0,1.0,Wales,D,Draw, ,1418.0,MEX,WAL,21,21.0,8.45,
197,2010.0,24 Jun 2010 - 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,Paraguay,0.0,0.0,New Zealand,D,Draw, ,300061479.0,PAR,NZL,21,23.0,10.0,
198,2010.0,20 Jun 2010 - 16:00 ,Group F,Mbombela Stadium,Nelspruit ,Italy,1.0,1.0,New Zealand,D,Draw, ,300061482.0,ITA,NZL,23,13.0,10.0,
199,1986.0,06 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,0.0,0.0,Morocco,D,Draw, ,533.0,ENG,MAR,36,8.45,18.0,
200,1970.0,11 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Bulgaria,1.0,1.0,Morocco,D,Draw, ,1779.0,BUL,MAR,28,11.0,18.0,
201,1998.0,16 Jun 1998 - 17:30 ,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1.0,1.0,Norway,D,Draw, ,8741.0,SCO,NOR,32,8.45,1.0,
202,1998.0,10 Jun 1998 - 21:00 ,Group A,La Mosson,Montpellier ,Morocco,2.0,2.0,Norway,D,Draw, ,8725.0,MAR,NOR,32,18.0,1.0,
203,1994.0,28 Jun 1994 - 12:30 ,Group E,Giants Stadium,New York/New Jersey ,Republic of Ireland,0.0,0.0,Norway,D,Draw, ,3077.0,IRL,NOR,34,9.3,1.0,
204,2002.0,09 Jun 2002 - 18:00 ,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1.0,1.0,Turkey,D,Draw, ,43950028.0,CRC,TUR,27,26.0,12.0,
205,1990.0,12 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Netherlands,1.0,1.0,Egypt,D,Draw, ,151.0,NED,EGY,32,10.0,23.0,
206,1990.0,17 Jun 1990 - 17:00 ,Group F,Della Favorita,Palermo ,Republic of Ireland,0.0,0.0,Egypt,D,Draw, ,152.0,IRL,EGY,32,9.3,23.0,
207,2006.0,26 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Switzerland,0.0,0.0,Ukraine,D,Draw,Ukraine win on penalties (0 - 3) ,97410054.0,SUI,UKR,24,8.0,9.0,
208,2002.0,05 Jun 2002 - 20:30 ,Group E,Kashima Stadium,Ibaraki ,Germany,1.0,1.0,Republic of Ireland,D,Draw, ,43950017.0,GER,IRL,26,9.0,9.3,
209,2002.0,16 Jun 2002 - 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,Republic of Ireland,D,Draw,Spain win on penalties (3 - 2) ,43950052.0,ESP,IRL,22,14.0,9.3,
210,1990.0,11 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,1.0,Republic of Ireland,D,Draw, ,161.0,ENG,IRL,35,8.45,9.3,
211,2006.0,16 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0.0,0.0,Angola,D,Draw, ,97410023.0,MEX,ANG,21,21.0,22.0,
212,2006.0,21 Jun 2006 - 16:00 ,Group D,Zentralstadion,Leipzig ,Iran,1.0,1.0,Angola,D,Draw, ,97410040.0,IRN,ANG,22,19.0,22.0,
213,2010.0,15 Jun 2010 - 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,New Zealand,1.0,1.0,Slovakia,D,Draw, ,300061483.0,NZL,SVK,23,10.0,8.0,
214,2010.0,17 Jun 2010 - 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,France,0.0,2.0,Mexico,A,Mexico, ,300061451.0,FRA,MEX,21,13.0,21.0,21.0
215,1998.0,13 Jun 1998 - 17:30 ,Group E,Stade de Gerland,Lyon ,Korea Republic,1.0,3.0,Mexico,A,Mexico, ,8732.0,KOR,MEX,26,11.5,21.0,21.0
216,1986.0,03 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Belgium,1.0,2.0,Mexico,A,Mexico, ,428.0,BEL,MEX,25,10.0,21.0,21.0
217,1986.0,11 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Iraq,0.0,1.0,Mexico,A,Mexico, ,627.0,IRQ,MEX,25,23.0,21.0,21.0
218,2002.0,03 Jun 2002 - 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0.0,1.0,Mexico,A,Mexico, ,43950009.0,CRO,MEX,24,12.0,21.0,21.0
219,2014.0,23 Jun 2014 - 17:00 ,Group A,Arena Pernambuco,Recife ,Croatia,1.0,3.0,Mexico,A,Mexico, ,300186452.0,CRO,MEX,28,12.0,21.0,21.0
220,1970.0,11 Jun 1970 - 16:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,1.0,0.0,Belgium,H,Mexico, ,1752.0,MEX,BEL,25,21.0,10.0,21.0
221,1962.0,07 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Mexico,3.0,1.0,Czech Republic,H,Mexico, ,1544.0,MEX,TCH,17,21.0,8.0,21.0
222,2006.0,11 Jun 2006 - 18:00 ,Group D,Franken-Stadion,Nuremberg ,Mexico,3.0,1.0,Iran,H,Mexico, ,97410007.0,MEX,IRN,20,21.0,19.0,21.0
223,1986.0,15 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,Mexico,2.0,0.0,Bulgaria,H,Mexico, ,463.0,MEX,BUL,25,21.0,11.0,21.0
224,1970.0,07 Jun 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,4.0,0.0,El Salvador,H,Mexico, ,1820.0,MEX,SLV,25,21.0,25.0,21.0
225,2014.0,13 Jun 2014 - 13:00 ,Group A,Estadio das Dunas,Natal ,Mexico,1.0,0.0,Cameroon,H,Mexico, ,300186492.0,MEX,CMR,29,21.0,25.0,21.0
226,2002.0,09 Jun 2002 - 15:30 ,Group G,Miyagi Stadium,Rifu ,Mexico,2.0,1.0,Ecuador,H,Mexico, ,43950027.0,MEX,ECU,26,21.0,22.0,21.0
227,1994.0,24 Jun 1994 - 12:30 ,Group E,Citrus Bowl,Orlando ,Mexico,2.0,1.0,Republic of Ireland,H,Mexico, ,3066.0,MEX,IRL,35,21.0,9.3,21.0
228,1950.0,28 Jun 1950 - 15:00 ,Group 1,Eucaliptos,Porto Alegre ,Yugoslavia,4.0,1.0,Mexico,H,Yugoslavia, ,1225.0,YUG,MEX,21,8.9,21.0,8.9
229,1962.0,10 Jun 1962 - 14:30 ,Quarter-finals,Nacional,Santiago De Chile ,Yugoslavia,1.0,0.0,Germany,H,Yugoslavia, ,1511.0,YUG,FRG,32,8.9,9.0,8.9
230,1962.0,02 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Arica ,Yugoslavia,3.0,1.0,Uruguay,H,Yugoslavia, ,1564.0,YUG,URU,17,8.9,17.0,8.9
231,1950.0,25 Jun 1950 - 15:00 ,Group 1,Independencia,Belo Horizonte ,Yugoslavia,3.0,0.0,Switzerland,H,Yugoslavia, ,1230.0,YUG,SUI,28,8.9,8.0,8.9
232,1962.0,07 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Arica ,Yugoslavia,5.0,0.0,Colombia,H,Yugoslavia, ,1480.0,YUG,COL,17,8.9,25.0,8.9
233,1990.0,14 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,1.0,0.0,Colombia,H,Yugoslavia, ,120.0,YUG,COL,26,8.9,25.0,8.9
234,1998.0,14 Jun 1998 - 17:30 ,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1.0,0.0,Iran,H,Yugoslavia, ,8735.0,YUG,IRN,24,8.9,19.0,8.9
235,1998.0,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0.0,1.0,Yugoslavia,A,Yugoslavia, ,8768.0,USA,YUG,28,8.55,8.9,8.9
236,1990.0,26 Jun 1990 - 17:00 ,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1.0,2.0,Yugoslavia,A,Yugoslavia,Yugoslavia win after extra time ,181.0,ESP,YUG,25,14.0,8.9,8.9
237,1982.0,24 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,0.0,1.0,Yugoslavia,A,Yugoslavia, ,962.0,HON,YUG,35,25.0,8.9,8.9
238,1930.0,14 Jul 1930 - 12:45 ,Group 2,Parque Central,Montevideo ,Yugoslavia,2.0,1.0,Brazil,H,Yugoslavia, ,1093.0,YUG,BRA,11,8.9,25.0,8.9
239,1930.0,17 Jul 1930 - 12:45 ,Group 2,Parque Central,Montevideo ,Yugoslavia,4.0,0.0,Bolivia,H,Yugoslavia, ,1092.0,YUG,BOL,11,8.9,21.0,8.9
240,1954.0,16 Jun 1954 - 18:00 ,Group 1,La Pontaise,Lausanne ,Yugoslavia,1.0,0.0,France,H,Yugoslavia, ,1276.0,YUG,FRA,22,8.9,13.0,8.9
241,1958.0,11 Jun 1958 - 19:00 ,Group 2,Arosvallen,Vasteras ,Yugoslavia,3.0,2.0,France,H,Yugoslavia, ,1388.0,YUG,FRA,22,8.9,13.0,8.9
242,1974.0,18 Jun 1974 - 19:30 ,Group 2,Parkstadion,Gelsenkirchen ,Yugoslavia,9.0,0.0,Zaire,H,Yugoslavia, ,2186.0,YUG,ZAI,22,8.9,21.4,8.9
243,1990.0,19 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,4.0,1.0,United Arab Emirates,H,Yugoslavia, ,364.0,YUG,UAE,26,8.9,29.0,8.9
244,1930.0,19 Jul 1930 - 15:00 ,Group 1,Estadio Centenario,Montevideo ,Argentina,6.0,3.0,Mexico,H,Argentina, ,1086.0,ARG,MEX,11,15.0,21.0,15.0
245,2006.0,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Leipzig ,Argentina,2.0,1.0,Mexico,H,Argentina,Argentina win after extra time ,97410050.0,ARG,MEX,22,15.0,21.0,15.0
246,2010.0,27 Jun 2010 - 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,Argentina,3.0,1.0,Mexico,H,Argentina, ,300061502.0,ARG,MEX,22,15.0,21.0,15.0
247,1986.0,25 Jun 1986 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2.0,0.0,Belgium,H,Argentina, ,388.0,ARG,BEL,25,15.0,10.0,15.0
248,2014.0,05 Jul 2014 - 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Argentina,1.0,0.0,Belgium,H,Argentina, ,300186504.0,ARG,BEL,28,15.0,10.0,15.0
249,1958.0,11 Jun 1958 - 19:00 ,Group 1,Orjans Vall,Halmstad ,Argentina,3.0,1.0,Northern Ireland,H,Argentina, ,1324.0,ARG,NIR,20,15.0,9.3,15.0
250,1986.0,29 Jun 1986 - 12:00 ,Final,Estadio Azteca,Mexico City ,Argentina,3.0,2.0,Germany,H,Argentina, ,393.0,ARG,FRG,25,15.0,9.0,15.0
251,1978.0,02 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,Hungary,H,Argentina, ,2199.0,ARG,HUN,19,15.0,11.0,15.0
252,1982.0,18 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,4.0,1.0,Hungary,H,Argentina, ,752.0,ARG,HUN,29,15.0,11.0,15.0
253,1990.0,13 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,2.0,0.0,Russia,H,Argentina, ,30.0,ARG,URS,29,15.0,-3.0,15.0
254,1998.0,26 Jun 1998 - 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1.0,0.0,Croatia,H,Argentina, ,8772.0,ARG,CRO,32,15.0,12.0,15.0
255,1986.0,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Puebla ,Argentina,1.0,0.0,Uruguay,H,Argentina, ,398.0,ARG,URU,24,15.0,17.0,15.0
256,1966.0,19 Jul 1966 - 19:30 ,Group 2,Hillsborough,Sheffield ,Argentina,2.0,0.0,Switzerland,H,Argentina, ,1582.0,ARG,SUI,19,15.0,8.0,15.0
257,2014.0,01 Jul 2014 - 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Argentina,1.0,0.0,Switzerland,H,Argentina,Argentina win after extra time ,300186503.0,ARG,SUI,26,15.0,8.0,15.0
258,1986.0,02 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,3.0,1.0,Korea Republic,H,Argentina, ,395.0,ARG,KOR,25,15.0,11.5,15.0
259,2010.0,17 Jun 2010 - 13:30 ,Group B,Soccer City Stadium,Johannesburg ,Argentina,4.0,1.0,Korea Republic,H,Argentina, ,300061458.0,ARG,KOR,22,15.0,11.5,15.0
260,1994.0,25 Jun 1994 - 16:00 ,Group D,Foxboro Stadium,Boston ,Argentina,2.0,1.0,Nigeria,H,Argentina, ,3071.0,ARG,NGA,32,15.0,27.0,15.0
261,2002.0,02 Jun 2002 - 14:30 ,Group F,Kashima Stadium,Ibaraki ,Argentina,1.0,0.0,Nigeria,H,Argentina, ,43950007.0,ARG,NGA,26,15.0,27.0,15.0
262,2010.0,12 Jun 2010 - 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,Argentina,1.0,0.0,Nigeria,H,Argentina, ,300061460.0,ARG,NGA,22,15.0,27.0,15.0
263,1986.0,22 Jun 1986 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2.0,1.0,England,H,Argentina, ,392.0,ARG,ENG,25,15.0,8.45,15.0
264,2014.0,21 Jun 2014 - 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Argentina,1.0,0.0,Iran,H,Argentina, ,300186466.0,ARG,IRN,28,15.0,19.0,15.0
265,1930.0,15 Jul 1930 - 16:00 ,Group 1,Parque Central,Montevideo ,Argentina,1.0,0.0,France,H,Argentina, ,1085.0,ARG,FRA,11,15.0,13.0,15.0
266,1978.0,06 Jun 1978 - 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,France,H,Argentina, ,2197.0,ARG,FRA,19,15.0,13.0,15.0
267,1990.0,24 Jun 1990 - 17:00 ,Round of 16,Stadio delle Alpi,Turin ,Brazil,0.0,1.0,Argentina,A,Argentina, ,25.0,BRA,ARG,31,25.0,15.0,15.0
268,2014.0,25 Jun 2014 - 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Nigeria,2.0,3.0,Argentina,A,Argentina, ,300186458.0,NGA,ARG,21,27.0,15.0,15.0
269,2010.0,22 Jun 2010 - 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,Greece,0.0,2.0,Argentina,A,Argentina, ,300061455.0,GRE,ARG,21,15.0,15.0,15.0
270,1978.0,21 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,6.0,0.0,Peru,H,Argentina, ,2201.0,ARG,PER,18,15.0,20.0,15.0
271,1930.0,22 Jul 1930 - 14:45 ,Group 1,Estadio Centenario,Montevideo ,Argentina,3.0,1.0,Chile,H,Argentina, ,1084.0,ARG,CHI,11,15.0,9.0,15.0
272,1930.0,26 Jul 1930 - 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Argentina,6.0,1.0,USA,H,Argentina, ,1088.0,ARG,USA,11,15.0,8.55,15.0
273,1962.0,30 May 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Argentina,1.0,0.0,Bulgaria,H,Argentina, ,1447.0,ARG,BUL,15,15.0,11.0,15.0
274,1986.0,10 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,2.0,0.0,Bulgaria,H,Argentina, ,389.0,ARG,BUL,25,15.0,11.0,15.0
275,1966.0,13 Jul 1966 - 19:30 ,Group 2,Villa Park,Birmingham ,Argentina,2.0,1.0,Spain,H,Argentina, ,1578.0,ARG,ESP,21,15.0,14.0,15.0
276,1974.0,23 Jun 1974 - 16:00 ,Group 4,Olympiastadion,Munich ,Argentina,4.0,1.0,Haiti,H,Argentina, ,1947.0,ARG,HAI,20,15.0,27.0,15.0
277,1978.0,14 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,2.0,0.0,Poland,H,Argentina, ,2202.0,ARG,POL,18,15.0,8.0,15.0
