,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Results,Winning Team,Win conditions,MatchID,Home Team Initials,Away Team Initials,City Temperature,Home Team Average Temperature,Away Team Average Temperature,Winning Team Average Temperature
805,1994.0,30 Jun 1994 - 19:30 ,Group D,Foxboro Stadium,Boston ,Greece,0.0,2.0,Nigeria,A,Nigeria, ,3083.0,GRE,NGA,32,15.0,27.0,27.0
806,1994.0,21 Jun 1994 - 19:30 ,Group D,Cotton Bowl,Dallas ,Nigeria,3.0,0.0,Bulgaria,H,Nigeria, ,3061.0,NGA,BUL,34,27.0,11.0,27.0
807,1998.0,19 Jun 1998 - 17:30 ,Group D,Parc des Princes,Paris ,Nigeria,1.0,0.0,Bulgaria,H,Nigeria, ,8747.0,NGA,BUL,25,27.0,11.0,27.0
808,2014.0,21 Jun 2014 - 18:00 ,Group F,Arena Pantanal,Cuiaba ,Nigeria,1.0,0.0,Bosnia and Herzegovina,H,Nigeria, ,300186511.0,NGA,BIH,36,27.0,9.85,27.0
809,2010.0,17 Jun 2010 - 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,Greece,2.0,1.0,Nigeria,H,Greece, ,300061457.0,GRE,NGA,22,15.0,27.0,15.0
810,2014.0,24 Jun 2014 - 17:00 ,Group C,Estadio Castelao,Fortaleza ,Greece,2.0,1.0,Ivory Coast,H,Greece, ,300186455.0,GRE,CIV,28,15.0,26.35,15.0
811,1938.0,09 Jun 1938 - 18:00 ,First round,Stade Municipal,Toulouse ,Cuba,2.0,1.0,Romania,H,Cuba, ,1157.0,CUB,ROU,30,26.0,10.0,26.0
812,1998.0,21 Jun 1998 - 21:00 ,Group F,Stade de Gerland,Lyon ,USA,1.0,2.0,Iran,A,Iran, ,8754.0,USA,IRN,26,8.55,19.0,19.0
813,2014.0,25 Jun 2014 - 13:00 ,Group F,Arena Fonte Nova,Salvador ,Bosnia and Herzegovina,3.0,1.0,Iran,H,Bosnia and Herzegovina, ,300186464.0,BIH,IRN,25,9.85,19.0,9.85
814,1982.0,16 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany,1.0,2.0,Algeria,A,Algeria, ,741.0,FRG,ALG,23,9.0,24.0,24.0
815,2014.0,22 Jun 2014 - 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2.0,4.0,Algeria,A,Algeria, ,300186495.0,KOR,ALG,21,11.5,24.0,24.0
816,1982.0,24 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,3.0,2.0,Chile,H,Algeria, ,740.0,ALG,CHI,24,24.0,9.0,24.0
817,2010.0,26 Jun 2010 - 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,USA,1.0,2.0,Ghana,A,Ghana,Ghana win after extra time ,300061503.0,USA,GHA,23,8.55,27.0,27.0
818,2006.0,17 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0.0,2.0,Ghana,A,Ghana, ,97410026.0,CZE,GHA,24,8.0,27.0,27.0
819,2010.0,13 Jun 2010 - 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,Serbia,0.0,1.0,Ghana,A,Ghana, ,300061471.0,SRB,GHA,26,11.0,27.0,27.0
820,2006.0,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Nuremberg ,Ghana,2.0,1.0,USA,H,Ghana, ,97410042.0,GHA,USA,20,27.0,8.55,27.0
821,2006.0,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Berlin ,Ukraine,1.0,0.0,Tunisia,H,Ukraine, ,97410048.0,UKR,TUN,26,9.0,21.0,9.0
822,2006.0,19 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0.0,4.0,Ukraine,A,Ukraine, ,97410032.0,KSA,UKR,22,26.0,9.0,9.0
823,2010.0,24 Jun 2010 - 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,Slovakia,3.0,2.0,Italy,H,Slovakia, ,300061480.0,SVK,ITA,22,8.0,13.0,8.0
824,2006.0,12 Jun 2006 - 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3.0,1.0,Japan,H,Australia, ,97410012.0,AUS,JPN,21,22.0,12.0,22.0
825,2010.0,23 Jun 2010 - 20:30 ,Group D,Mbombela Stadium,Nelspruit ,Australia,2.0,1.0,Serbia,H,Australia, ,300061467.0,AUS,SRB,23,22.0,11.0,22.0
826,2014.0,14 Jun 2014 - 22:00 ,Group C,Arena Pernambuco,Recife ,Ivory Coast,2.0,1.0,Japan,H,Ivory Coast, ,300186507.0,CIV,JPN,28,26.35,12.0,26.35
827,2010.0,25 Jun 2010 - 16:00 ,Group G,Mbombela Stadium,Nelspruit ,Korea Republic,0.0,3.0,Ivory Coast,A,Ivory Coast, ,300061486.0,PRK,CIV,23,11.5,26.35,26.35
828,2006.0,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Ivory Coast,3.0,2.0,Serbia,H,Ivory Coast, ,97410038.0,CIV,SCG,20,26.35,11.0,26.35
829,1998.0,26 Jun 1998 - 16:00 ,Group H,Stade de Gerland,Lyon ,Japan,1.0,2.0,Jamaica,A,Jamaica, ,8771.0,JPN,JAM,26,12.0,26.0,26.0
830,2010.0,18 Jun 2010 - 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Germany,0.0,1.0,Serbia,A,Serbia, ,300061470.0,GER,SRB,13,9.0,11.0,11.0
831,1986.0,11 Jun 1986 - 16:00 ,Group F,Tres de Marzo,Guadalajara ,Portugal,1.0,3.0,Morocco,A,Morocco, ,675.0,POR,MAR,28,15.0,18.0,18.0
832,1998.0,23 Jun 1998 - 21:00 ,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0.0,3.0,Morocco,A,Morocco, ,8758.0,SCO,MAR,24,8.45,18.0,18.0
833,1994.0,18 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,0.0,1.0,Republic of Ireland,A,Republic of Ireland, ,3052.0,ITA,IRL,34,13.0,9.3,9.3
834,2002.0,11 Jun 2002 - 20:30 ,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0.0,3.0,Republic of Ireland,A,Republic of Ireland, ,43950036.0,KSA,IRL,25,26.0,9.3,9.3
835,2010.0,13 Jun 2010 - 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,Algeria,0.0,1.0,Slovenia,A,Slovenia, ,300061465.0,ALG,SVN,21,24.0,10.0,10.0
836,,,,,,Dutch East Indies,,,,,,,,,,,23.65,,
837,,,,,,Egypt,,,,,,,,,,,23.0,,
838,,,,,,El Salvador,,,,,,,,,,,25.0,,
839,,,,,,Israel,,,,,,,,,,,20.0,,
840,,,,,,Kuwait,,,,,,,,,,,26.0,,
841,,,,,,,,,,,Angola,,,,,,,,22.0
842,,,,,,,,,,,Bolivia,,,,,,,,21.0
843,,,,,,,,,,,Canada,,,,,,,,-3.0
844,,,,,,,,,,,China PR,,,,,,,,6.95
845,,,,,,,,,,,Dutch East Indies,,,,,,,,23.65
846,,,,,,,,,,,Egypt,,,,,,,,23.0
847,,,,,,,,,,,El Salvador,,,,,,,,25.0
848,,,,,,,,,,,Haiti,,,,,,,,27.0
849,,,,,,,,,,,Honduras,,,,,,,,25.0
850,,,,,,,,,,,Iraq,,,,,,,,23.0
851,,,,,,,,,,,Israel,,,,,,,,20.0
852,,,,,,,,,,,Kuwait,,,,,,,,26.0
853,,,,,,,,,,,New Zealand,,,,,,,,10.0
854,,,,,,,,,,,Togo,,,,,,,,27.0
855,,,,,,,,,,,Trinidad and Tobago,,,,,,,,25.75
856,,,,,,,,,,,United Arab Emirates,,,,,,,,29.0
857,,,,,,,,,,,Zaire,,,,,,,,21.4
